customer_id,occupation,income,age,residency,customer_type,risk_category,account_count,income_tier_fixed,income_tier_percentile,avg_spend_txn_count,avg_total_spend,avg_txn_amount,max_txn_amount_seen,total_odd_hour_txns,avg_channel_diversity,avg_location_diversity,total_international_txns,avg_weekday_txn_count,avg_weekend_txn_count,active_months,spend_e-commerce,spend_electronics,spend_fuel,spend_grocery,spend_pharmacy,spend_restaurants,spend_retail,spend_utilities,total_category_spend,pct_spend_e-commerce,pct_spend_electronics,pct_spend_fuel,pct_spend_grocery,pct_spend_pharmacy,pct_spend_restaurants,pct_spend_retail,pct_spend_utilities
BUS100010,Self-Employed,34200.0,61.0,Resident,Individual,Medium,1,Mass,Q2,9.75,34950.629166666666,3512.691101010101,92969.53,0.0,4.666666666666667,8.166666666666666,11.0,7.166666666666667,2.5833333333333335,12.0,29940.71,91131.88,3258.64,98402.31,6672.32,12891.82,24468.15,20546.26,287312.08999999997,0.10420971146741512,0.31718776609783467,0.011341813008982671,0.3424927576142028,0.02322324828029339,0.044870440363299714,0.0851622707558182,0.07151199241215363
BUS100011,Self-Employed,125130.0,55.0,Resident,Joint,Low,1,Mass Affluent,Q4 - Top 25%,9.416666666666666,64323.5825,6795.197248707311,42787.78,0.0,4.5,7.666666666666667,11.0,6.666666666666667,2.75,12.0,34684.93,101628.5,15499.9,118616.3,7856.16,11915.119999999999,30455.37,41272.29,361928.57,0.09583363369186357,0.2807971197189545,0.04282585373130394,0.3277340056354214,0.021706382560514634,0.03292119215678386,0.08414746036766316,0.11403435213749498
BUS100012,Self-Employed,182367.0,25.0,Non-Resident,Corporate,High,1,Affluent,Q4 - Top 25%,12.416666666666666,119760.84249999998,9363.646263181263,66987.97,1.0,4.75,9.583333333333334,10.0,9.0,3.4166666666666665,12.0,136254.47,177055.97,24390.06,274348.76,8494.87,78207.45000000001,33359.25,73455.33,805566.16,0.1691412534012104,0.2197907245756202,0.0302769172925536,0.3405663912198099,0.010545217043377294,0.09708383231986807,0.041410937619326016,0.0911847265282345
BUS100013,Self-Employed,157044.0,39.0,Non-Resident,Individual,Low,1,Affluent,Q4 - Top 25%,10.916666666666666,45853.41333333333,4171.42952914678,39243.36,0.0,4.666666666666667,8.833333333333334,18.0,7.333333333333333,3.5833333333333335,12.0,50446.06,197779.99,14785.560000000001,158296.53,21487.809999999998,24810.1,52030.98,30603.93,550240.96,0.09167994327430659,0.3594425067882987,0.026871063906256636,0.2876858349476564,0.03905163657754595,0.04508951859926967,0.09456035406742531,0.055619141839240764
BUS100014,Business Owner,244722.0,47.0,Non-Resident,Joint,High,1,Affluent,Q4 - Top 25%,10.25,46112.67333333333,4447.28785988086,34001.78,0.0,4.833333333333333,8.416666666666666,12.0,7.583333333333333,2.6666666666666665,12.0,56319.0,234115.49,11841.72,147409.66999999998,14028.189999999999,16527.45,30030.31,43080.25,553352.08,0.10177787711577772,0.4230859491844686,0.021399973774382488,0.26639399277219666,0.025351291712863898,0.02986787363300415,0.054269805943442016,0.07785323586386447
BUS100015,Business Owner,218403.0,33.0,Non-Resident,Joint,Low,1,Affluent,Q4 - Top 25%,10.75,51335.887500000004,4821.945711008899,39498.85,0.0,4.416666666666667,8.583333333333334,15.0,7.916666666666667,2.8333333333333335,12.0,25874.44,252711.9,18025.6,185119.87,18366.26,12692.09,69293.29000000001,33947.2,616030.6499999999,0.042001871173130756,0.41022617949285484,0.0292608817434652,0.30050431743940015,0.029813873709043537,0.020603017073906958,0.11248351035780446,0.05510634901039421
BUS100016,Business Owner,288910.0,28.0,Non-Resident,Individual,Low,1,Affluent,Q4 - Top 25%,11.25,74812.50833333333,5802.1830719292275,91097.9,2.0,4.416666666666667,9.25,18.0,8.666666666666666,2.5833333333333335,12.0,145598.14,149300.96,114508.93999999999,233755.45,17175.71,72738.03,51774.369999999995,112898.5,897750.1,0.1621811459558735,0.16630570133047046,0.12755101893054646,0.2603791968388531,0.01913194997137845,0.08102258078278131,0.05767124949359515,0.12575715669650162
BUS100017,Business Owner,348132.0,44.0,Non-Resident,Corporate,Low,1,Affluent,Q4 - Top 25%,10.333333333333334,47059.338333333326,4535.719858585859,35906.2,0.0,4.5,8.666666666666666,11.0,7.5,2.8333333333333335,12.0,42088.06,242660.65,28093.78,145054.94,18069.67,22508.28,34120.71,32115.97,564712.0599999999,0.0745301242548282,0.4297068668942541,0.04974885785155713,0.2568653129171706,0.03199802391328423,0.039857976470344905,0.06042142963973534,0.056871408058825595
BUS100018,Self-Employed,161151.0,48.0,Resident,Joint,Low,1,Affluent,Q4 - Top 25%,11.666666666666666,94203.63833333332,8096.480156510156,55907.0,0.0,4.75,9.416666666666666,12.0,8.583333333333334,3.0833333333333335,12.0,45170.479999999996,207329.5,29537.78,179001.8,11010.59,27437.420000000002,42214.67,42608.09,584310.33,0.07730563312135864,0.35482771629247084,0.050551527986849046,0.3063471426219694,0.01884373668355307,0.04695693125945592,0.07224700271857251,0.0729203093157706
BUS100019,Self-Employed,20106.0,30.0,Non-Resident,Individual,Medium,2,Mass,Q1 - Bottom 25%,9.25,30368.66916666667,3137.38690993266,101564.09,0.0,4.416666666666667,8.0,10.0,6.666666666666667,2.5833333333333335,12.0,10949.46,65873.48,17863.76,102132.01,3004.49,16563.68,16823.81,29649.25,262859.94,0.04165511108311141,0.25060296369237545,0.06795923334685383,0.38854155562844606,0.011430003369855444,0.06301332945598329,0.06400294392519454,0.1127948594981799
BUS100020,Self-Employed,120657.0,61.0,Non-Resident,Individual,Medium,1,Mass Affluent,Q3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUS100021,Self-Employed,51813.0,26.0,Resident,Joint,Low,3,Mass Affluent,Q2,9.583333333333334,36708.746666666666,3754.054652995153,59441.45,0.0,4.333333333333333,8.25,18.0,5.833333333333333,3.75,12.0,22373.49,97574.97,6508.52,85768.31,2976.87,7674.7699999999995,8264.740000000002,29302.59,260444.26,0.08590509923313341,0.37464818767747077,0.024990068892284285,0.3293154166653548,0.011429969698698677,0.02946799441846021,0.0317332391967479,0.11251002421784992
BUS100022,Business Owner,373037.0,33.0,Non-Resident,Joint,Low,1,HNI,Q4 - Top 25%,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUS100023,Business Owner,457106.0,59.0,Non-Resident,Corporate,Medium,3,HNI,Q4 - Top 25%,11.916666666666666,142339.22333333333,12036.329490671365,125328.82,0.0,4.75,9.666666666666666,20.0,8.583333333333334,3.3333333333333335,12.0,34961.619999999995,199900.94,34449.76,168874.95,24053.32,21436.65,25616.61,32998.71,542292.56,0.0644700344035699,0.36862194827087424,0.06352615274677564,0.31140930644521475,0.0443548773746776,0.03952967748626313,0.04723762022477313,0.06085038304785151
BUS100024,Self-Employed,82716.0,28.0,Non-Resident,Individual,Medium,1,Mass Affluent,Q3,10.0,350077.26666666666,35911.29239421921,656641.02,0.0,4.75,7.583333333333333,14.0,7.5,2.5,12.0,32298.379999999997,189744.84,17085.3,120855.55,10806.710000000001,13834.86,24401.5,29329.27,438356.41000000003,0.07368063809081746,0.43285517371583543,0.038975818786361534,0.27570156895846465,0.024652793374231714,0.031560756691113516,0.05566589068470562,0.06690735969847002
BUS100025,Self-Employed,163165.0,34.0,Resident,Joint,Medium,1,Affluent,Q4 - Top 25%,11.0,46658.583333333336,4211.789158411034,36913.63,0.0,4.416666666666667,9.083333333333334,10.0,8.083333333333334,2.9166666666666665,12.0,26917.43,205194.37,23458.309999999998,166650.44,17371.62,28522.739999999998,50594.97,41193.12,559903.0,0.048075166591356,0.36648199777461454,0.041897096461351334,0.29764162721042753,0.03102612416793623,0.050942288217780574,0.09036381301761198,0.07357188655892181
BUS100026,Self-Employed,193801.0,65.0,Resident,Corporate,Medium,1,Affluent,Q4 - Top 25%,11.916666666666666,101936.385,8530.713098970475,64788.39,0.0,4.666666666666667,10.0,16.0,8.166666666666666,3.75,12.0,93376.78,270117.82,17661.0,153895.09,19094.06,9324.04,19249.81,41736.86,624455.46,0.1495331308337027,0.43256539065252153,0.028282241298682856,0.2464468642807607,0.030577136758480745,0.014931473255114146,0.030826554066802462,0.06683720885393492
BUS100027,Self-Employed,111740.0,63.0,Resident,Corporate,Medium,3,Mass Affluent,Q3,9.666666666666666,57093.325833333336,5917.049481601732,32907.49,0.0,4.416666666666667,8.75,18.0,7.25,2.4166666666666665,12.0,33835.91,168952.23,15011.64,109500.05,5792.15,3453.73,28067.69,26942.0,391555.4,0.08641410640742025,0.43148997562030816,0.03833848288134961,0.2796540412927519,0.0147926704624684,0.00882053982654817,0.0716825511792201,0.06880763232993338
BUS100028,Business Owner,205066.0,30.0,Non-Resident,Corporate,Medium,1,Affluent,Q4 - Top 25%,11.083333333333334,57748.07916666666,5103.312621017872,38356.08,0.0,4.416666666666667,8.833333333333334,14.0,8.25,2.8333333333333335,12.0,94405.86,285261.66,20852.73,167852.13,16258.39,24775.08,41680.06,41891.04,692976.95,0.13623232345606878,0.4116466788686117,0.030091520360092786,0.2422189222888294,0.023461660593472843,0.03575166533316874,0.06014638726439602,0.06045084183535975
BUS100029,Self-Employed,118384.0,34.0,Resident,Individual,Low,2,Mass Affluent,Q3,12.25,90516.0175,7375.050494436119,39521.28,0.0,4.75,9.0,19.0,8.166666666666666,4.083333333333333,12.0,17093.36,178862.62,20418.88,129389.59000000001,8429.9,23395.88,33132.61,26006.82,436729.6599999999,0.03913945299707834,0.4095499719437421,0.046754049175409804,0.296269298494634,0.01930232995853774,0.05357062307149005,0.07586526181894769,0.059549012540160436
BUS100030,Self-Employed,184427.0,34.0,Resident,Corporate,Medium,2,Affluent,Q4 - Top 25%,12.583333333333334,82030.16583333333,6512.506121434121,54601.66,0.0,4.333333333333333,10.5,19.0,7.916666666666667,4.666666666666667,12.0,134915.34,71378.43,20957.38,190641.28,21167.989999999998,23499.36,30425.7,34098.97,527084.45,0.25596532016833357,0.13542124037239195,0.03976095291750687,0.3616901997393397,0.04016052835556048,0.04458367155396067,0.05772452592748658,0.06469356096542025
BUS100031,Business Owner,321035.0,33.0,Resident,Joint,Medium,1,Affluent,Q4 - Top 25%,12.166666666666666,127195.31666666667,10623.879136294261,111877.43,0.0,4.75,9.833333333333334,17.0,9.25,2.9166666666666665,12.0,72878.2,101598.63,27708.79,180783.87,8441.83,24600.15,63638.26,43402.59,523052.32,0.1393325241344881,0.1942418112207207,0.05297517846780605,0.34563247898412913,0.016139551775623515,0.047031910689163944,0.12166710205969453,0.08297944266837397
BUS100032,Self-Employed,82999.0,44.0,Non-Resident,Corporate,High,1,Mass Affluent,Q3,8.416666666666666,30705.850833333334,3644.988368205868,30657.0,0.0,4.0,7.166666666666667,8.0,6.25,2.1666666666666665,12.0,24901.15,136551.72,13200.060000000001,105760.70000000001,9559.27,11120.83,29914.58,37461.9,368470.21,0.06757981873215747,0.37059093596738796,0.03582395439783314,0.287026460022372,0.025943128482489804,0.030181083024323728,0.08118588474221566,0.10166873463122025
BUS100033,Self-Employed,144062.0,52.0,Non-Resident,Joint,Low,1,Mass Affluent,Q4 - Top 25%,9.5,31489.728333333333,3291.082374909812,25782.18,0.0,4.416666666666667,8.333333333333334,15.0,7.083333333333333,2.4166666666666665,12.0,32458.18,122902.43000000001,16327.06,139050.59,6501.16,19725.420000000002,4494.07,36417.83,377876.74,0.08589621049445913,0.3252447610297475,0.04320736968356401,0.36797869591020604,0.017204446084720642,0.0522006726320334,0.011892952183296595,0.09637489198197276
BUS100034,Self-Employed,100379.0,56.0,Resident,Individual,Medium,1,Mass Affluent,Q3,9.583333333333334,55830.71333333334,5890.170757203446,35099.74,0.0,4.25,9.083333333333334,16.0,6.5,3.0833333333333335,12.0,39817.409999999996,78763.26000000001,13297.64,109022.42,7745.349999999999,24615.54,18936.67,35605.54,327803.83,0.12146718969085869,0.24027559409540764,0.04056584695791992,0.33258433862716,0.023628003370186366,0.07509228919015376,0.05776830002260803,0.10861843804570556
BUS100035,Self-Employed,143049.0,63.0,Non-Resident,Joint,Medium,1,Mass Affluent,Q4 - Top 25%,9.0,30632.84833333333,3483.051763137326,26508.92,0.0,4.5,8.25,15.0,7.333333333333333,1.6666666666666667,12.0,31558.440000000002,137313.78,13394.630000000001,117731.56,15616.34,10368.21,10933.25,30677.969999999998,367594.18000000005,0.08585130482751385,0.3735472090444957,0.03643863458338758,0.32027590861204597,0.04248255508289059,0.02820558802100729,0.02974271790701365,0.0834560819216452
BUS100036,Business Owner,108106.0,61.0,Resident,Corporate,Medium,1,Mass Affluent,Q3,8.0,21576.01,2761.742158549783,12901.63,0.0,4.083333333333333,6.416666666666667,9.0,5.5,2.5,12.0,35085.97,40296.58,13289.869999999999,99621.51,9555.279999999999,7870.049999999999,19307.68,33885.18,258912.12,0.13551304589371868,0.1556380597401157,0.051329655792088834,0.384769589001859,0.0369054951927318,0.030396607157671875,0.074572329792827,0.1308752174289871
BUS100037,Business Owner,162343.0,36.0,Resident,Corporate,Low,1,Affluent,Q4 - Top 25%,12.083333333333334,88527.78916666667,7346.996938811189,55672.11,0.0,4.583333333333333,9.833333333333334,8.0,8.5,3.5833333333333335,12.0,82543.22,86970.75,24311.64,173173.47,19166.0,22464.17,56565.22,39218.19,504412.66,0.16364224482391065,0.17241983973994626,0.04819791795075088,0.34331705710954996,0.037996667252562615,0.04453530171110297,0.11214076189126579,0.07775020952091093
BUS100038,Self-Employed,96351.0,62.0,Resident,Joint,Low,1,Mass Affluent,Q3,9.083333333333334,36871.98416666667,4174.511394149832,106381.44,0.0,4.25,7.833333333333333,18.0,7.333333333333333,1.75,12.0,18692.989999999998,102460.13,10477.43,104356.55,7695.79,18688.76,41841.87,31868.85,336082.37,0.055620263568124675,0.3048661255275009,0.031175184821506705,0.31050884936332723,0.022898523359020588,0.0556076773679024,0.12449885425409254,0.09482452173852499
BUS100039,Self-Employed,169214.0,38.0,Non-Resident,Individual,Low,1,Affluent,Q4 - Top 25%,11.25,54566.30333333334,4868.592071759259,38337.13,0.0,4.833333333333333,9.75,17.0,8.666666666666666,2.5833333333333335,12.0,42435.22,271475.69,32665.620000000003,164117.44,31283.2,14983.96,51151.62,46682.89,654795.64,0.06480681514617294,0.4145960562596293,0.04988674023547256,0.2506391765223116,0.047775516648217144,0.022883414434463855,0.07811844929205698,0.07129383146167559
BUS100040,Self-Employed,99715.0,25.0,Non-Resident,Joint,Medium,1,Mass Affluent,Q3,9.833333333333334,70016.2575,6975.439435064935,38726.81,2.0,4.666666666666667,8.333333333333334,17.0,7.583333333333333,2.25,12.0,96437.88,87164.36,7380.64,141609.18,57636.78,8855.67,90898.38,34925.34,524908.23,0.18372331483543325,0.1660563790360079,0.014060819736051769,0.2697789287853231,0.10980353651532573,0.016870891889045062,0.1731700415518347,0.06653608765097853
BUS100041,Self-Employed,149445.0,62.0,Resident,Corporate,Medium,2,Mass Affluent,Q4 - Top 25%,10.083333333333334,109560.41166666667,10880.938278797592,93439.68,0.0,4.333333333333333,7.666666666666667,12.0,6.833333333333333,3.25,12.0,46705.49,82026.16,4660.9400000000005,106465.22,7204.5,10695.130000000001,24418.91,35484.74,317661.08999999997,0.14702930724061924,0.25821909759234285,0.014672681504681612,0.3351534807111567,0.022679831514775702,0.03366836649713694,0.07687095073557798,0.11170628420370905
BUS100042,Self-Employed,135927.0,55.0,Resident,Corporate,Low,1,Mass Affluent,Q4 - Top 25%,8.583333333333334,26611.833333333332,3079.389259139009,26065.78,0.0,4.25,7.25,14.0,5.916666666666667,2.6666666666666665,12.0,22505.4,85948.81,14312.16,109945.29,9218.53,10309.039999999999,35238.32,31864.45,319342.0,0.07047428775419456,0.2691434574844524,0.044817656305778754,0.3442869713348072,0.02886726456275717,0.032282130130079974,0.11034665029967872,0.09978158212825122
BUS100043,Business Owner,160725.0,29.0,Non-Resident,Corporate,High,1,Affluent,Q4 - Top 25%,12.166666666666666,83758.67583333333,5528.060070498946,126164.4,5.0,4.75,9.5,12.0,8.5,3.6666666666666665,12.0,39521.170000000006,68747.01,31936.25,181833.21,17753.190000000002,31196.61,66769.79000000001,35185.47,472942.7,0.08356439374156743,0.1453601250214878,0.067526679236195,0.384471966688565,0.03753771862849348,0.06596276885127944,0.14117944943436067,0.07439689839805118
BUS100044,Self-Employed,57917.0,31.0,Resident,Corporate,Low,1,Mass Affluent,Q2,9.833333333333334,28397.588333333333,2903.13082236051,19308.4,0.0,4.666666666666667,8.416666666666666,16.0,7.333333333333333,2.5,12.0,33153.43,125906.18,18131.14,107765.97,7534.86,7598.619999999999,16481.19,24199.670000000002,340771.05999999994,0.0972894529247877,0.36947439139931665,0.053206220035234224,0.3162415552541346,0.02211120862199977,0.022298313712437907,0.04836440629670841,0.07101445175538089
BUS100045,Self-Employed,55784.0,59.0,Non-Resident,Joint,Low,2,Mass Affluent,Q2,10.6,34740.3,3298.208833333333,23773.16,0.0,4.6,8.8,9.0,6.0,4.6,5.0,15446.11,37841.0,3402.15,34059.25,3131.2,6604.39,7382.849999999999,13766.130000000001,121633.08000000002,0.12698938479564933,0.31110780060818977,0.027970598130048173,0.28001634094935357,0.025742996888675346,0.05429764665993823,0.060697714799296365,0.11317751716884912
BUS100046,Self-Employed,119937.0,55.0,Resident,Joint,Low,1,Mass Affluent,Q3,8.083333333333334,38457.918333333335,4352.805043199855,140261.97,0.0,4.0,6.916666666666667,11.0,5.75,2.3333333333333335,12.0,32826.95,95757.26000000001,9691.5,104118.4,7462.62,9919.75,30663.63,30792.940000000002,321233.05,0.1021904502042987,0.29809280209492767,0.030169685217632497,0.32412107035686394,0.023231171263355374,0.030880228544354325,0.09545602483928725,0.09585856747928025
BUS100047,Self-Employed,89474.0,26.0,Non-Resident,Corporate,Low,2,Mass Affluent,Q3,10.583333333333334,77815.99416666667,7466.924822376698,30317.97,0.0,4.5,8.416666666666666,16.0,8.166666666666666,2.4166666666666665,12.0,12773.07,200047.06,8694.6,106860.34,15928.31,5001.04,14181.66,31375.0,394861.08,0.03234826283714769,0.506626431756708,0.022019389705361693,0.2706276850582488,0.04033902252407353,0.012665315102719163,0.035915568077765476,0.07945832493797565
BUS100048,Business Owner,478145.0,47.0,Resident,Corporate,Low,1,HNI,Q4 - Top 25%,10.5,40749.3225,3827.673854652292,31934.87,0.0,4.583333333333333,7.75,16.0,7.666666666666667,2.8333333333333335,12.0,56169.05,133518.69999999998,23525.01,167063.68,26313.66,18830.6,31723.01,31848.16,488991.87,0.11486704267700812,0.27304891592573916,0.048109204760398164,0.3416491975623235,0.053812060310941365,0.038509024700144806,0.06487430966899306,0.0651302443944518
BUS100049,Self-Employed,170683.0,26.0,Non-Resident,Individual,Medium,2,Affluent,Q4 - Top 25%,13.083333333333334,134406.7325,10076.102417096792,193676.0,6.0,4.833333333333333,10.416666666666666,22.0,8.833333333333334,4.25,12.0,63562.04,274628.83,28048.01,179167.21,15148.31,7185.110000000001,93283.62,40803.49,701826.6199999999,0.09056658466445745,0.39130580427399586,0.039964300584665775,0.25528699666592874,0.021584120020981822,0.010237727944830593,0.13291547704474363,0.05813898880039632
BUS100050,Business Owner,405525.0,42.0,Resident,Corporate,Low,2,HNI,Q4 - Top 25%,12.666666666666666,169720.17083333334,13270.768952342796,248231.03,0.0,4.75,10.25,17.0,9.25,3.4166666666666665,12.0,61045.37,368059.33999999997,7882.51,178416.6,24996.55,30003.24,24110.510000000002,45291.22,739805.34,0.08251544926669495,0.4975083580770044,0.010654843340276512,0.24116695345832462,0.03378800969455019,0.04055558723055446,0.0325903432921963,0.0612204556403986
BUS100051,Self-Employed,91441.0,41.0,Non-Resident,Joint,High,1,Mass Affluent,Q3,8.083333333333334,27320.328333333335,3338.8496871392495,25293.29,0.0,4.0,7.25,14.0,5.25,2.8333333333333335,12.0,46248.43,95885.63,9510.61,99066.86,9815.62,9741.07,27864.66,29711.06,327843.94,0.14106843030253968,0.29247339450593474,0.029009564733757168,0.30217688330612424,0.029939915924631702,0.029712521146494274,0.08499367107410923,0.09062561900640896
BUS100052,Self-Employed,139219.0,44.0,Non-Resident,Corporate,Medium,3,Mass Affluent,Q4 - Top 25%,11.083333333333334,105158.71250000001,9513.669619595681,69251.08,0.0,4.5,8.583333333333334,13.0,8.166666666666666,2.9166666666666665,12.0,51383.32,116722.18,23551.85,103518.55,5552.74,16244.85,27908.0,28432.010000000002,373313.5,0.13764120504616092,0.3126653067729937,0.06308866408527952,0.27729656173698514,0.014874200906208857,0.043515302821890985,0.07475754292303921,0.07616121570744161
BUS100053,Business Owner,226664.0,38.0,Non-Resident,Individual,High,1,Affluent,Q4 - Top 25%,10.75,48435.36666666667,4632.211511833074,35913.12,0.0,4.25,9.0,16.0,7.333333333333333,3.4166666666666665,12.0,77130.51999999999,191872.47999999998,37979.73,178308.91999999998,11592.48,18466.96,25511.2,40362.11,581224.4,0.13270351347947537,0.33011773077661566,0.06534434892960447,0.30678154599153096,0.019944930047671776,0.0317725133356411,0.04389216970244195,0.06944324773701861
BUS100054,Business Owner,416437.0,28.0,Resident,Individual,Medium,1,HNI,Q4 - Top 25%,10.916666666666666,85637.84416666666,6206.065169426162,164612.31,1.0,4.75,8.083333333333334,15.0,7.0,3.9166666666666665,12.0,120829.06,53347.37,19410.37,260415.34,175343.88999999998,165209.28,193239.35,39859.47,1027654.13,0.11757755500870706,0.05191179448673067,0.01888803774865382,0.25340757400546815,0.1706253931952767,0.16076350512988255,0.18803928710917553,0.03878685331610549
BUS100055,Self-Employed,48587.0,31.0,Resident,Corporate,Low,1,Mass,Q2,9.666666666666666,24601.763333333332,2602.953140151515,17949.04,0.0,4.333333333333333,8.416666666666666,8.0,6.666666666666667,3.0,12.0,36433.75,75624.45999999999,15211.85,98763.28,8677.72,6984.92,32675.22,20849.96,295221.16000000003,0.12341171615205358,0.2561620583023249,0.05152696371764137,0.33453997674150454,0.029393963495028604,0.023659957165672,0.1106804810332701,0.07062488339250478
BUS100056,Business Owner,96331.0,44.0,Non-Resident,Joint,Medium,1,Mass Affluent,Q3,8.75,23865.8425,2724.0098488455988,27168.82,0.0,4.333333333333333,8.0,15.0,6.083333333333333,2.6666666666666665,12.0,12997.18,34537.229999999996,17639.87,120262.5,7833.8,16496.21,52848.43,23774.89,286390.11,0.04538278224761323,0.12059505127464072,0.06159385182679667,0.41992546460490554,0.02735359820910017,0.05760048767047158,0.18453301337815053,0.08301575078832157
